CIDADE,UF,REGIAO
Cândido Rodrigues,SP,Sudeste
Canitar,SP,Sudeste
Capão Bonito,SP,Sudeste
Capela do Alto,SP,Sudeste
Capivari,SP,Sudeste
Caraguatatuba,SP,Sudeste
Carapicuíba,SP,Sudeste
Cardoso,SP,Sudeste
Casa Branca,SP,Sudeste
Cássia dos Coqueiros,SP,Sudeste
Castilho,SP,Sudeste
Catanduva,SP,Sudeste
Catiguá,SP,Sudeste
Cedral,SP,Sudeste
Cerqueira César,SP,Sudeste
Cerquilho,SP,Sudeste
Cesário Lange,SP,Sudeste
Charqueada,SP,Sudeste
Chavantes,SP,Sudeste
Clementina,SP,Sudeste
Colina,SP,Sudeste
Colômbia,SP,Sudeste
Conchal,SP,Sudeste
Conchas,SP,Sudeste
Cordeirópolis,SP,Sudeste
Coroados,SP,Sudeste
Coronel Macedo,SP,Sudeste
Corumbataí,SP,Sudeste
Cosmópolis,SP,Sudeste
Cosmorama,SP,Sudeste
Cotia,SP,Sudeste
Cravinhos,SP,Sudeste
Cristais Paulista,SP,Sudeste
Cruzália,SP,Sudeste
Cruzeiro,SP,Sudeste
Cubatão,SP,Sudeste
Cunha,SP,Sudeste
Descalvado,SP,Sudeste
Diadema,SP,Sudeste
Dirce Reis,SP,Sudeste
Divinolândia,SP,Sudeste
Dobrada,SP,Sudeste
Dois Córregos,SP,Sudeste
Dolcinópolis,SP,Sudeste
Dourado,SP,Sudeste
Dracena,SP,Sudeste
Duartina,SP,Sudeste
Dumont,SP,Sudeste
Echaporã,SP,Sudeste
Eldorado,SP,Sudeste
Elias Fausto,SP,Sudeste
Elisiário,SP,Sudeste
Embaúba,SP,Sudeste
Embu das Artes,SP,Sudeste
Embu-Guaçu,SP,Sudeste
Emilianópolis,SP,Sudeste
Engenheiro Coelho,SP,Sudeste
Espírito Santo do Pinhal,SP,Sudeste
Espírito Santo do Turvo,SP,Sudeste
Estiva Gerbi,SP,Sudeste
Estrela do Norte,SP,Sudeste
Estrela d'Oeste,SP,Sudeste
Euclides da Cunha Paulista,SP,Sudeste
Fartura,SP,Sudeste
Fernando Prestes,SP,Sudeste
Fernandópolis,SP,Sudeste
Fernão,SP,Sudeste
Ferraz de Vasconcelos,SP,Sudeste
Flora Rica,SP,Sudeste
Floreal,SP,Sudeste
Flórida Paulista,SP,Sudeste
Florínea,SP,Sudeste
Franca,SP,Sudeste
Francisco Morato,SP,Sudeste
Franco da Rocha,SP,Sudeste
Gabriel Monteiro,SP,Sudeste
Gália,SP,Sudeste
Garça,SP,Sudeste
Gastão Vidigal,SP,Sudeste
Gavião Peixoto,SP,Sudeste
General Salgado,SP,Sudeste
Getulina,SP,Sudeste
Glicério,SP,Sudeste
Guaiçara,SP,Sudeste
Guaimbê,SP,Sudeste
Guaíra,SP,Sudeste
Guapiaçu,SP,Sudeste
Guapiara,SP,Sudeste
Guará,SP,Sudeste
Guaraçaí,SP,Sudeste
Guaraci,SP,Sudeste
Guarani d'Oeste,SP,Sudeste
Guarantã,SP,Sudeste
Guararapes,SP,Sudeste
Guararema,SP,Sudeste
Guaratinguetá,SP,Sudeste
Guareí,SP,Sudeste
Guariba,SP,Sudeste
Guarujá,SP,Sudeste
Guarulhos,SP,Sudeste
Guatapará,SP,Sudeste
Guzolândia,SP,Sudeste
Herculândia,SP,Sudeste
Holambra,SP,Sudeste
Hortolândia,SP,Sudeste
Iacanga,SP,Sudeste
Iacri,SP,Sudeste
Iaras,SP,Sudeste
Ibaté,SP,Sudeste
Ibirá,SP,Sudeste
Ibirarema,SP,Sudeste
Ibitinga,SP,Sudeste
Ibiúna,SP,Sudeste
Icém,SP,Sudeste
Iepê,SP,Sudeste
Igaraçu do Tietê,SP,Sudeste
Igarapava,SP,Sudeste
Igaratá,SP,Sudeste
Iguape,SP,Sudeste
Ilha Comprida,SP,Sudeste
Ilha Solteira,SP,Sudeste
Ilhabela,SP,Sudeste
Indaiatuba,SP,Sudeste
Indiana,SP,Sudeste
Indiaporã,SP,Sudeste
Inúbia Paulista,SP,Sudeste
Ipaussu,SP,Sudeste
Iperó,SP,Sudeste
Ipeúna,SP,Sudeste
Ipiguá,SP,Sudeste
Iporanga,SP,Sudeste
Ipuã,SP,Sudeste
Iracemápolis,SP,Sudeste
Irapuã,SP,Sudeste
Irapuru,SP,Sudeste
Itaberá,SP,Sudeste
Itaí,SP,Sudeste
Itajobi,SP,Sudeste
Itaju,SP,Sudeste
Itanhaém,SP,Sudeste
Itaoca,SP,Sudeste
Itapecerica da Serra,SP,Sudeste
Itapetininga,SP,Sudeste
Itapeva,SP,Sudeste
Itapevi,SP,Sudeste
Itapira,SP,Sudeste
Itapirapuã Paulista,SP,Sudeste
Itápolis,SP,Sudeste
Itaporanga,SP,Sudeste
Itapuí,SP,Sudeste
Itapura,SP,Sudeste
Itaquaquecetuba,SP,Sudeste
Itararé,SP,Sudeste
Itariri,SP,Sudeste
Itatiba,SP,Sudeste
Itatinga,SP,Sudeste
Itirapina,SP,Sudeste
Itirapuã,SP,Sudeste
Itobi,SP,Sudeste
Itu,SP,Sudeste
Itupeva,SP,Sudeste
Ituverava,SP,Sudeste
Jaborandi,SP,Sudeste
Jaboticabal,SP,Sudeste
Jacareí,SP,Sudeste
Jaci,SP,Sudeste
Jacupiranga,SP,Sudeste
Jaguariúna,SP,Sudeste
Jales,SP,Sudeste
Jambeiro,SP,Sudeste
Jandira,SP,Sudeste
Jardinópolis,SP,Sudeste
Jarinu,SP,Sudeste
Jaú,SP,Sudeste
Jeriquara,SP,Sudeste
Joanópolis,SP,Sudeste
João Ramalho,SP,Sudeste
José Bonifácio,SP,Sudeste
Júlio Mesquita,SP,Sudeste
Jumirim,SP,Sudeste
Jundiaí,SP,Sudeste
Junqueirópolis,SP,Sudeste
Juquiá,SP,Sudeste
Juquitiba,SP,Sudeste
Lagoinha,SP,Sudeste
Laranjal Paulista,SP,Sudeste
Lavínia,SP,Sudeste
Lavrinhas,SP,Sudeste
Leme,SP,Sudeste
Lençóis Paulista,SP,Sudeste
Limeira,SP,Sudeste
Lindóia,SP,Sudeste
Lins,SP,Sudeste
Lorena,SP,Sudeste
Lourdes,SP,Sudeste
Louveira,SP,Sudeste
Lucélia,SP,Sudeste
Lucianópolis,SP,Sudeste
Luís Antônio,SP,Sudeste
Luiziânia,SP,Sudeste
Lupércio,SP,Sudeste
Lutécia,SP,Sudeste
Macatuba,SP,Sudeste
Macaubal,SP,Sudeste
Macedônia,SP,Sudeste
Magda,SP,Sudeste
Mairinque,SP,Sudeste
Mairiporã,SP,Sudeste
Manduri,SP,Sudeste
Marabá Paulista,SP,Sudeste
Maracaí,SP,Sudeste
Marapoama,SP,Sudeste
Mariápolis,SP,Sudeste
Marília,SP,Sudeste
Marinópolis,SP,Sudeste
Martinópolis,SP,Sudeste
Matão,SP,Sudeste
Mauá,SP,Sudeste
Mendonça,SP,Sudeste
Meridiano,SP,Sudeste
Mesópolis,SP,Sudeste
Miguelópolis,SP,Sudeste
Mineiros do Tietê,SP,Sudeste
Mira Estrela,SP,Sudeste
Miracatu,SP,Sudeste
Mirandópolis,SP,Sudeste
Mirante do Paranapanema,SP,Sudeste
Mirassol,SP,Sudeste
Mirassolândia,SP,Sudeste
Mococa,SP,Sudeste
Mogi das Cruzes,SP,Sudeste
Mogi Guaçu,SP,Sudeste
Mogi Mirim,SP,Sudeste
Mombuca,SP,Sudeste
Monções,SP,Sudeste
Mongaguá,SP,Sudeste
Monte Alegre do Sul,SP,Sudeste
Monte Alto,SP,Sudeste
Monte Aprazível,SP,Sudeste
Monte Azul Paulista,SP,Sudeste
Monte Castelo,SP,Sudeste
Monte Mor,SP,Sudeste
Monteiro Lobato,SP,Sudeste
Morro Agudo,SP,Sudeste
Morungaba,SP,Sudeste
Motuca,SP,Sudeste
Murutinga do Sul,SP,Sudeste
Nantes,SP,Sudeste
Narandiba,SP,Sudeste
Natividade da Serra,SP,Sudeste
Nazaré Paulista,SP,Sudeste
Neves Paulista,SP,Sudeste
Nhandeara,SP,Sudeste
Nipoã,SP,Sudeste
Nova Aliança,SP,Sudeste
Nova Campina,SP,Sudeste
Nova Canaã Paulista,SP,Sudeste
Nova Castilho,SP,Sudeste
Nova Europa,SP,Sudeste
Nova Granada,SP,Sudeste
Nova Guataporanga,SP,Sudeste
Nova Independência,SP,Sudeste
Nova Luzitânia,SP,Sudeste
Nova Odessa,SP,Sudeste
Novais,SP,Sudeste
Novo Horizonte,SP,Sudeste
Nuporanga,SP,Sudeste
Ocauçu,SP,Sudeste
Óleo,SP,Sudeste
Olímpia,SP,Sudeste
Onda Verde,SP,Sudeste
Oriente,SP,Sudeste
Orindiúva,SP,Sudeste
Orlândia,SP,Sudeste
Osasco,SP,Sudeste
Oscar Bressane,SP,Sudeste
Osvaldo Cruz,SP,Sudeste
Ourinhos,SP,Sudeste
Ouro Verde,SP,Sudeste
Ouroeste,SP,Sudeste
Pacaembu,SP,Sudeste
Palestina,SP,Sudeste
Palmares Paulista,SP,Sudeste
Palmeira d'Oeste,SP,Sudeste
Palmital,SP,Sudeste
Panorama,SP,Sudeste
Paraguaçu Paulista,SP,Sudeste
Paraibuna,SP,Sudeste
Paraíso,SP,Sudeste
Paranapanema,SP,Sudeste
Paranapuã,SP,Sudeste
Parapuã,SP,Sudeste
Pardinho,SP,Sudeste
Pariquera-Açu,SP,Sudeste
Parisi,SP,Sudeste
Patrocínio Paulista,SP,Sudeste
Paulicéia,SP,Sudeste
Paulínia,SP,Sudeste
Paulistânia,SP,Sudeste
Paulo de Faria,SP,Sudeste
Pederneiras,SP,Sudeste
Pedra Bela,SP,Sudeste
Pedranópolis,SP,Sudeste
Pedregulho,SP,Sudeste
Pedreira,SP,Sudeste
Pedrinhas Paulista,SP,Sudeste
Pedro de Toledo,SP,Sudeste
Penápolis,SP,Sudeste
Pereira Barreto,SP,Sudeste
Pereiras,SP,Sudeste
Peruíbe,SP,Sudeste
Piacatu,SP,Sudeste
Piedade,SP,Sudeste
Pilar do Sul,SP,Sudeste
Pindamonhangaba,SP,Sudeste
Pindorama,SP,Sudeste
Pinhalzinho,SP,Sudeste
Piquerobi,SP,Sudeste
Piquete,SP,Sudeste
Piracaia,SP,Sudeste
Piracicaba,SP,Sudeste
Piraju,SP,Sudeste
Pirajuí,SP,Sudeste
Pirangi,SP,Sudeste
Pirapora do Bom Jesus,SP,Sudeste
Pirapozinho,SP,Sudeste
Pirassununga,SP,Sudeste
Piratininga,SP,Sudeste
Pitangueiras,SP,Sudeste
Planalto,SP,Sudeste
Platina,SP,Sudeste
Poá,SP,Sudeste
Poloni,SP,Sudeste
Pompéia,SP,Sudeste
Pongaí,SP,Sudeste
Pontal,SP,Sudeste
Pontalinda,SP,Sudeste
Pontes Gestal,SP,Sudeste
Populina,SP,Sudeste
Porangaba,SP,Sudeste
Porto Feliz,SP,Sudeste
Porto Ferreira,SP,Sudeste
Potim,SP,Sudeste
Potirendaba,SP,Sudeste
Pracinha,SP,Sudeste
Pradópolis,SP,Sudeste
Praia Grande,SP,Sudeste
Pratânia,SP,Sudeste
Presidente Alves,SP,Sudeste
Presidente Bernardes,SP,Sudeste
Presidente Epitácio,SP,Sudeste
Presidente Prudente,SP,Sudeste
Presidente Venceslau,SP,Sudeste
Promissão,SP,Sudeste
Quadra,SP,Sudeste
Quatá,SP,Sudeste
Queiroz,SP,Sudeste
Queluz,SP,Sudeste
Quintana,SP,Sudeste
Rafard,SP,Sudeste
Rancharia,SP,Sudeste
Redenção da Serra,SP,Sudeste
Regente Feijó,SP,Sudeste
Reginópolis,SP,Sudeste
Registro,SP,Sudeste
Restinga,SP,Sudeste
Ribeira,SP,Sudeste
Ribeirão Bonito,SP,Sudeste
Ribeirão Branco,SP,Sudeste
Ribeirão Corrente,SP,Sudeste
Ribeirão do Sul,SP,Sudeste
Ribeirão dos Índios,SP,Sudeste
Ribeirão Grande,SP,Sudeste
Ribeirão Pires,SP,Sudeste
Ribeirão Preto,SP,Sudeste
Rifaina,SP,Sudeste
Rincão,SP,Sudeste
Rinópolis,SP,Sudeste
Rio Claro,SP,Sudeste
Rio das Pedras,SP,Sudeste
Rio Grande da Serra,SP,Sudeste
Riolândia,SP,Sudeste
Riversul,SP,Sudeste
Rosana,SP,Sudeste
Roseira,SP,Sudeste
Rubiácea,SP,Sudeste
Rubinéia,SP,Sudeste
Sabino,SP,Sudeste
Sagres,SP,Sudeste
Sales,SP,Sudeste
Sales Oliveira,SP,Sudeste
Salesópolis,SP,Sudeste
Salmourão,SP,Sudeste
Saltinho,SP,Sudeste
Salto,SP,Sudeste
Salto de Pirapora,SP,Sudeste
Salto Grande,SP,Sudeste
Sandovalina,SP,Sudeste
Santa Adélia,SP,Sudeste
Santa Albertina,SP,Sudeste
Santa Bárbara d'Oeste,SP,Sudeste
Santa Branca,SP,Sudeste
Santa Clara d'Oeste,SP,Sudeste
Santa Cruz da Conceição,SP,Sudeste
Santa Cruz da Esperança,SP,Sudeste
Santa Cruz das Palmeiras,SP,Sudeste
Santa Cruz do Rio Pardo,SP,Sudeste
Santa Ernestina,SP,Sudeste
Santa Fé do Sul,SP,Sudeste
Santa Gertrudes,SP,Sudeste
Santa Isabel,SP,Sudeste
Santa Lúcia,SP,Sudeste
Santa Maria da Serra,SP,Sudeste
Santa Mercedes,SP,Sudeste
Santa Rita do Passa Quatro,SP,Sudeste
Santa Rita d'Oeste,SP,Sudeste
Santa Rosa de Viterbo,SP,Sudeste
Santa Salete,SP,Sudeste
Santana da Ponte Pensa,SP,Sudeste
Santana de Parnaíba,SP,Sudeste
Santo Anastácio,SP,Sudeste
Santo André,SP,Sudeste
Santo Antônio da Alegria,SP,Sudeste
Santo Antônio de Posse,SP,Sudeste
Santo Antônio do Aracanguá,SP,Sudeste
Santo Antônio do Jardim,SP,Sudeste
Santo Antônio do Pinhal,SP,Sudeste
Santo Expedito,SP,Sudeste
Santópolis do Aguapeí,SP,Sudeste
Santos,SP,Sudeste
São Bento do Sapucaí,SP,Sudeste
São Bernardo do Campo,SP,Sudeste
São Caetano do Sul,SP,Sudeste
São Carlos,SP,Sudeste
São Francisco,SP,Sudeste
São João da Boa Vista,SP,Sudeste
São João das Duas Pontes,SP,Sudeste
São João de Iracema,SP,Sudeste
São João do Pau d'Alho,SP,Sudeste
São Joaquim da Barra,SP,Sudeste
São José da Bela Vista,SP,Sudeste
São José do Barreiro,SP,Sudeste
São José do Rio Pardo,SP,Sudeste
São José do Rio Preto,SP,Sudeste
São José dos Campos,SP,Sudeste
São Lourenço da Serra,SP,Sudeste
São Luiz do Paraitinga,SP,Sudeste
São Manuel,SP,Sudeste
São Miguel Arcanjo,SP,Sudeste
São Paulo,SP,Sudeste
São Pedro,SP,Sudeste
São Pedro do Turvo,SP,Sudeste
São Roque,SP,Sudeste
São Sebastião,SP,Sudeste
São Sebastião da Grama,SP,Sudeste
São Simão,SP,Sudeste
São Vicente,SP,Sudeste
Sarapuí,SP,Sudeste
Sarutaiá,SP,Sudeste
Sebastianópolis do Sul,SP,Sudeste
Serra Azul,SP,Sudeste
Serra Negra,SP,Sudeste
Serrana,SP,Sudeste
Sertãozinho,SP,Sudeste
Sete Barras,SP,Sudeste
Severínia,SP,Sudeste
Silveiras,SP,Sudeste
Socorro,SP,Sudeste
Sorocaba,SP,Sudeste
Sud Mennucci,SP,Sudeste
Sumaré,SP,Sudeste
Suzanápolis,SP,Sudeste
Suzano,SP,Sudeste
Tabapuã,SP,Sudeste
Tabatinga,SP,Sudeste
Taboão da Serra,SP,Sudeste
Taciba,SP,Sudeste
Taguaí,SP,Sudeste
Taiaçu,SP,Sudeste
Taiúva,SP,Sudeste
Tambaú,SP,Sudeste
Tanabi,SP,Sudeste
Tapiraí,SP,Sudeste
Tapiratiba,SP,Sudeste
Taquaral,SP,Sudeste
Taquaritinga,SP,Sudeste
Taquarituba,SP,Sudeste
Taquarivaí,SP,Sudeste
Tarabai,SP,Sudeste
Tarumã,SP,Sudeste
Tatuí,SP,Sudeste
Taubaté,SP,Sudeste
Tejupá,SP,Sudeste
Teodoro Sampaio,SP,Sudeste
Terra Roxa,SP,Sudeste
Tietê,SP,Sudeste
Timburi,SP,Sudeste
Torre de Pedra,SP,Sudeste
Torrinha,SP,Sudeste
Trabiju,SP,Sudeste
Tremembé,SP,Sudeste
Três Fronteiras,SP,Sudeste
Tuiuti,SP,Sudeste
Tupã,SP,Sudeste
Tupi Paulista,SP,Sudeste
Turiúba,SP,Sudeste
Turmalina,SP,Sudeste
Ubarana,SP,Sudeste
Ubatuba,SP,Sudeste
Ubirajara,SP,Sudeste
Uchoa,SP,Sudeste
União Paulista,SP,Sudeste
Urânia,SP,Sudeste
Uru,SP,Sudeste
Urupês,SP,Sudeste
Valentim Gentil,SP,Sudeste
Valinhos,SP,Sudeste
Valparaíso,SP,Sudeste
Vargem,SP,Sudeste
Vargem Grande do Sul,SP,Sudeste
Vargem Grande Paulista,SP,Sudeste
Várzea Paulista,SP,Sudeste
Vera Cruz,SP,Sudeste
Vinhedo,SP,Sudeste
Viradouro,SP,Sudeste
Vista Alegre do Alto,SP,Sudeste
Vitória Brasil,SP,Sudeste
Votorantim,SP,Sudeste
Votuporanga,SP,Sudeste
Zacarias,SP,Sudeste
Abatiá,PR,Sul
Adrianópolis,PR,Sul
Agudos do Sul,PR,Sul
Almirante Tamandaré,PR,Sul
Altamira do Paraná,PR,Sul
Alto Paraíso,PR,Sul
Alto Paraná,PR,Sul
Alto Piquiri,PR,Sul
Altônia,PR,Sul
Alvorada do Sul,PR,Sul
Amaporã,PR,Sul
Ampére,PR,Sul
Anahy,PR,Sul
Andirá,PR,Sul
Ângulo,PR,Sul
Antonina,PR,Sul
Antônio Olinto,PR,Sul
Apucarana,PR,Sul
Arapongas,PR,Sul
Arapoti,PR,Sul
Arapuã,PR,Sul
Araruna,PR,Sul
Araucária,PR,Sul
Ariranha do Ivaí,PR,Sul
Assaí,PR,Sul
Assis Chateaubriand,PR,Sul
Astorga,PR,Sul
Atalaia,PR,Sul
Balsa Nova,PR,Sul
Bandeirantes,PR,Sul
Barbosa Ferraz,PR,Sul
Barra do Jacaré,PR,Sul
Barracão,PR,Sul
Bela Vista da Caroba,PR,Sul
Bela Vista do Paraíso,PR,Sul
Bituruna,PR,Sul
Boa Esperança,PR,Sul
Boa Esperança do Iguaçu,PR,Sul
Boa Ventura de São Roque,PR,Sul
Boa Vista da Aparecida,PR,Sul
Bocaiúva do Sul,PR,Sul
Bom Jesus do Sul,PR,Sul
Bom Sucesso,PR,Sul
Bom Sucesso do Sul,PR,Sul
Borrazópolis,PR,Sul
Braganey,PR,Sul
Brasilândia do Sul,PR,Sul
Cafeara,PR,Sul
Cafelândia,PR,Sul
Cafezal do Sul,PR,Sul
Califórnia,PR,Sul
Cambará,PR,Sul
Cambé,PR,Sul
Cambira,PR,Sul
Campina da Lagoa,PR,Sul
Campina do Simão,PR,Sul
Campina Grande do Sul,PR,Sul
Campo Bonito,PR,Sul
Campo do Tenente,PR,Sul
Campo Largo,PR,Sul
Campo Magro,PR,Sul
Campo Mourão,PR,Sul
Cândido de Abreu,PR,Sul
Candói,PR,Sul
Cantagalo,PR,Sul
Capanema,PR,Sul
Capitão Leônidas Marques,PR,Sul
Carambeí,PR,Sul
Carlópolis,PR,Sul
Cascavel,PR,Sul
Castro,PR,Sul
Catanduvas,PR,Sul
Centenário do Sul,PR,Sul
Cerro Azul,PR,Sul
Céu Azul,PR,Sul
Chopinzinho,PR,Sul
Cianorte,PR,Sul
Cidade Gaúcha,PR,Sul
Clevelândia,PR,Sul
Colombo,PR,Sul
Colorado,PR,Sul
Congonhinhas,PR,Sul
Conselheiro Mairinck,PR,Sul
Contenda,PR,Sul
Corbélia,PR,Sul
Cornélio Procópio,PR,Sul
Coronel Domingos Soares,PR,Sul
Coronel Vivida,PR,Sul
Corumbataí do Sul,PR,Sul
Cruz Machado,PR,Sul
Cruzeiro do Iguaçu,PR,Sul
Cruzeiro do Oeste,PR,Sul
Cruzeiro do Sul,PR,Sul
Cruzmaltina,PR,Sul
Curitiba,PR,Sul
Curiúva,PR,Sul
Diamante do Norte,PR,Sul
Diamante do Sul,PR,Sul
Diamante D'Oeste,PR,Sul
Dois Vizinhos,PR,Sul
Douradina,PR,Sul
Doutor Camargo,PR,Sul
Doutor Ulysses,PR,Sul
Enéas Marques,PR,Sul
Engenheiro Beltrão,PR,Sul
Entre Rios do Oeste,PR,Sul
Esperança Nova,PR,Sul
Espigão Alto do Iguaçu,PR,Sul
Farol,PR,Sul
Faxinal,PR,Sul
Fazenda Rio Grande,PR,Sul
Fênix,PR,Sul
Fernandes Pinheiro,PR,Sul
Figueira,PR,Sul
Flor da Serra do Sul,PR,Sul
Floraí,PR,Sul
Floresta,PR,Sul
Florestópolis,PR,Sul
Flórida,PR,Sul
Formosa do Oeste,PR,Sul
Foz do Iguaçu,PR,Sul
Foz do Jordão,PR,Sul
Francisco Alves,PR,Sul
Francisco Beltrão,PR,Sul
General Carneiro,PR,Sul
Godoy Moreira,PR,Sul
Goioerê,PR,Sul
Goioxim,PR,Sul
Grandes Rios,PR,Sul
Guaíra,PR,Sul
Guairaçá,PR,Sul
Guamiranga,PR,Sul
Guapirama,PR,Sul
Guaporema,PR,Sul
Guaraci,PR,Sul
Guaraniaçu,PR,Sul
Guarapuava,PR,Sul
Guaraqueçaba,PR,Sul
Guaratuba,PR,Sul
Honório Serpa,PR,Sul
Ibaiti,PR,Sul
Ibema,PR,Sul
Ibiporã,PR,Sul
Icaraíma,PR,Sul
Iguaraçu,PR,Sul
Iguatu,PR,Sul
Imbaú,PR,Sul
Imbituva,PR,Sul
Inácio Martins,PR,Sul
Inajá,PR,Sul
Indianópolis,PR,Sul
Ipiranga,PR,Sul
Iporã,PR,Sul
Iracema do Oeste,PR,Sul
Irati,PR,Sul
Iretama,PR,Sul
Itaguajé,PR,Sul
Itaipulândia,PR,Sul
Itambaracá,PR,Sul
Itambé,PR,Sul
Itapejara d'Oeste,PR,Sul
Itaperuçu,PR,Sul
Itaúna do Sul,PR,Sul
Ivaí,PR,Sul
Ivaiporã,PR,Sul
Ivaté,PR,Sul
Ivatuba,PR,Sul
Jaboti,PR,Sul
Jacarezinho,PR,Sul
Jaguapitã,PR,Sul
Jaguariaíva,PR,Sul
Jandaia do Sul,PR,Sul
Janiópolis,PR,Sul
Japira,PR,Sul
Japurá,PR,Sul
Jardim Alegre,PR,Sul
Jardim Olinda,PR,Sul
Jataizinho,PR,Sul
Jesuítas,PR,Sul
Joaquim Távora,PR,Sul
Jundiaí do Sul,PR,Sul
Juranda,PR,Sul
Jussara,PR,Sul
Kaloré,PR,Sul
Lapa,PR,Sul
Laranjal,PR,Sul
Laranjeiras do Sul,PR,Sul
Leópolis,PR,Sul
Lidianópolis,PR,Sul
Lindoeste,PR,Sul
Loanda,PR,Sul
Lobato,PR,Sul
Londrina,PR,Sul
Luiziana,PR,Sul
Lunardelli,PR,Sul
Lupionópolis,PR,Sul
Mallet,PR,Sul
Mamborê,PR,Sul
Mandaguaçu,PR,Sul
Mandaguari,PR,Sul
Mandirituba,PR,Sul
Manfrinópolis,PR,Sul
Mangueirinha,PR,Sul
Manoel Ribas,PR,Sul
Marechal Cândido Rondon,PR,Sul
Maria Helena,PR,Sul
Marialva,PR,Sul
Marilândia do Sul,PR,Sul
Marilena,PR,Sul
Mariluz,PR,Sul
Maringá,PR,Sul
Mariópolis,PR,Sul
Maripá,PR,Sul
Marmeleiro,PR,Sul
Marquinho,PR,Sul
Marumbi,PR,Sul
Matelândia,PR,Sul
Matinhos,PR,Sul
Mato Rico,PR,Sul
Mauá da Serra,PR,Sul
Medianeira,PR,Sul
Mercedes,PR,Sul
Mirador,PR,Sul
Miraselva,PR,Sul
Missal,PR,Sul
Moreira Sales,PR,Sul
Morretes,PR,Sul
Munhoz de Melo,PR,Sul
Nossa Senhora das Graças,PR,Sul
Nova Aliança do Ivaí,PR,Sul
Nova América da Colina,PR,Sul
Nova Aurora,PR,Sul
Nova Cantu,PR,Sul
Nova Esperança,PR,Sul
Nova Esperança do Sudoeste,PR,Sul
Nova Fátima,PR,Sul
Nova Laranjeiras,PR,Sul
Nova Londrina,PR,Sul
Nova Olímpia,PR,Sul
Nova Prata do Iguaçu,PR,Sul
Nova Santa Bárbara,PR,Sul
Nova Santa Rosa,PR,Sul
Nova Tebas,PR,Sul
Novo Itacolomi,PR,Sul
Ortigueira,PR,Sul
Ourizona,PR,Sul
Ouro Verde do Oeste,PR,Sul
Paiçandu,PR,Sul
Palmas,PR,Sul
Palmeira,PR,Sul
Palmital,PR,Sul
Palotina,PR,Sul
Paraíso do Norte,PR,Sul
Paranacity,PR,Sul
Paranaguá,PR,Sul
Paranapoema,PR,Sul
Paranavaí,PR,Sul
Pato Bragado,PR,Sul
Pato Branco,PR,Sul
Paula Freitas,PR,Sul
Paulo Frontin,PR,Sul
Peabiru,PR,Sul
Perobal,PR,Sul
Pérola,PR,Sul
Pérola d'Oeste,PR,Sul
Piên,PR,Sul
Pinhais,PR,Sul
Pinhal de São Bento,PR,Sul
Pinhalão,PR,Sul
Pinhão,PR,Sul
Piraí do Sul,PR,Sul
Piraquara,PR,Sul
Pitanga,PR,Sul
Pitangueiras,PR,Sul
Planaltina do Paraná,PR,Sul
Planalto,PR,Sul
Ponta Grossa,PR,Sul
Pontal do Paraná,PR,Sul
Porecatu,PR,Sul
Porto Amazonas,PR,Sul
Porto Barreiro,PR,Sul
Porto Rico,PR,Sul
Porto Vitória,PR,Sul
Prado Ferreira,PR,Sul
Pranchita,PR,Sul
Presidente Castelo Branco,PR,Sul
Primeiro de Maio,PR,Sul
Prudentópolis,PR,Sul
Quarto Centenário,PR,Sul
Quatiguá,PR,Sul
Quatro Barras,PR,Sul
Quatro Pontes,PR,Sul
Quedas do Iguaçu,PR,Sul
Querência do Norte,PR,Sul
Quinta do Sol,PR,Sul
Quitandinha,PR,Sul
Ramilândia,PR,Sul
Rancho Alegre,PR,Sul
Rancho Alegre D'Oeste,PR,Sul
Realeza,PR,Sul
Rebouças,PR,Sul
Renascença,PR,Sul
Reserva,PR,Sul
Reserva do Iguaçu,PR,Sul
Ribeirão Claro,PR,Sul
Ribeirão do Pinhal,PR,Sul
Rio Azul,PR,Sul
Rio Bom,PR,Sul
Rio Bonito do Iguaçu,PR,Sul
Rio Branco do Ivaí,PR,Sul
Rio Branco do Sul,PR,Sul
Rio Negro,PR,Sul
Rolândia,PR,Sul
Roncador,PR,Sul
Rondon,PR,Sul
Rosário do Ivaí,PR,Sul
Sabáudia,PR,Sul
Salgado Filho,PR,Sul
Salto do Itararé,PR,Sul
Salto do Lontra,PR,Sul
Santa Amélia,PR,Sul
Santa Cecília do Pavão,PR,Sul
Santa Cruz de Monte Castelo,PR,Sul
Santa Fé,PR,Sul
Santa Helena,PR,Sul
Santa Inês,PR,Sul
Santa Isabel do Ivaí,PR,Sul
Santa Izabel do Oeste,PR,Sul
Santa Lúcia,PR,Sul
Santa Maria do Oeste,PR,Sul
Santa Mariana,PR,Sul
Santa Mônica,PR,Sul
Santa Tereza do Oeste,PR,Sul
Santa Terezinha de Itaipu,PR,Sul
Santana do Itararé,PR,Sul
Santo Antônio da Platina,PR,Sul
Santo Antônio do Caiuá,PR,Sul
Santo Antônio do Paraíso,PR,Sul
Santo Antônio do Sudoeste,PR,Sul
Santo Inácio,PR,Sul
São Carlos do Ivaí,PR,Sul
São Jerônimo da Serra,PR,Sul
São João,PR,Sul
São João do Caiuá,PR,Sul
São João do Ivaí,PR,Sul
São João do Triunfo,PR,Sul
São Jorge do Ivaí,PR,Sul
São Jorge do Patrocínio,PR,Sul
São Jorge d'Oeste,PR,Sul
São José da Boa Vista,PR,Sul
